username,transacion_date,amount
veronica20,2023-01-11 01:50:43.000000,860.61
julia95,2023-01-07 06:58:42.000000,297.57
kellykemp,2023-01-19 05:15:18.000000,63.22
patricia15,2023-02-22 05:34:17.000000,694.98
lisawatson,2023-03-08 14:57:31.000000,583.68
carlosshelton,2023-02-26 18:55:14.000000,736.86
eevans,2023-01-20 03:34:48.000000,813.26
powelllaura,2023-04-03 15:10:02.000000,248.8
hwolfe,2023-03-01 00:20:00.000000,514.19
uscott,2023-03-30 09:42:57.000000,347.74
thomasbrowning,2023-02-15 22:05:13.000000,475.87
padillaphillip,2023-02-20 17:55:20.000000,787.15
edwardskim,2023-03-12 06:29:26.000000,176.18
mhowell,2023-01-26 11:33:48.000000,536.64
kunderwood,2023-01-17 18:24:40.000000,811.72
aatkinson,2023-02-28 13:01:08.000000,933.42
dawn93,2022-12-24 01:01:52.000000,112.38
jacksonchristian,2022-12-27 20:31:46.000000,654.09
john49,2023-04-09 10:24:57.000000,561.44
annataylor,2023-01-22 12:04:33.000000,989.58
donald58,2023-02-06 07:59:15.000000,519.16
cruzchristine,2023-04-04 08:07:23.000000,702.11
campbellmichael,2023-02-22 18:05:41.000000,477.45
jenny27,2022-12-18 14:20:11.000000,357.83
lanestanley,2023-04-01 14:12:30.000000,451.25
karl63,2023-01-16 19:35:44.000000,625.53
mullenrachel,2023-02-16 16:21:11.000000,434.85
kpena,2022-12-15 07:32:57.000000,264.84
bbell,2023-04-06 15:05:05.000000,324.02
charles22,2023-03-06 12:03:16.000000,70.26
salazarkevin,2023-01-30 17:13:10.000000,776.97
stevensconnor,2023-01-23 04:01:56.000000,146.09
curtis05,2023-01-13 11:32:42.000000,439.76
caitlynfisher,2023-02-16 08:19:22.000000,549.4
uwarren,2023-03-04 19:18:37.000000,814.31
christinakim,2023-02-24 21:25:50.000000,462.43
dcarrillo,2023-02-05 17:36:01.000000,226.55
danielle84,2023-03-26 09:00:52.000000,148.53
kelleybobby,2023-03-01 14:33:35.000000,511.27
donaldjimenez,2023-04-04 21:14:18.000000,310.49
vlopez,2023-03-12 20:31:10.000000,261.39
eparrish,2023-01-22 12:18:13.000000,424.77
utaylor,2023-01-25 03:22:41.000000,119.72
stephen91,2023-03-12 14:07:28.000000,744.46
cwagner,2023-01-03 15:22:32.000000,979.92
drew83,2023-03-17 14:48:59.000000,719.0
ashleygonzalez,2023-01-28 09:15:54.000000,879.06
james96,2023-02-02 19:28:45.000000,163.99
guybray,2023-02-24 08:49:01.000000,112.49
rushgabriela,2023-02-22 01:23:34.000000,554.32
johnsonelaine,2022-12-15 07:40:56.000000,50.24
msanders,2023-02-28 00:08:42.000000,883.49
jasmine38,2023-03-13 13:15:05.000000,470.99
petersondaniel,2023-02-14 05:51:06.000000,196.82
iparsons,2022-12-15 16:49:37.000000,854.81
bwilliams,2022-12-13 04:41:32.000000,431.28
brownkatherine,2023-02-25 08:36:39.000000,924.52
jessicamitchell,2023-02-23 12:47:03.000000,213.46
xwilson,2023-03-17 12:47:09.000000,52.22
james60,2023-02-13 21:01:48.000000,760.62
myersdiana,2023-03-24 20:50:09.000000,573.77
williamsstacey,2023-04-09 22:10:01.000000,769.23
george28,2022-12-22 02:44:11.000000,891.81
valdezrobert,2023-04-04 07:31:59.000000,575.37
barneschristopher,2023-01-19 00:01:03.000000,672.16
natalieboyd,2022-12-30 04:56:16.000000,276.48
brianlewis,2023-03-17 02:04:42.000000,614.74
wbrandt,2023-02-26 09:50:51.000000,376.44
fernandogarza,2023-02-20 03:05:51.000000,628.03
ibarker,2023-03-26 01:15:50.000000,669.8
thomas27,2023-02-12 12:59:38.000000,996.38
johnwyatt,2023-04-03 21:21:23.000000,421.8
heathersmith,2023-04-01 18:37:31.000000,556.52
robert08,2023-01-24 00:10:02.000000,344.36
dcarrillo,2023-02-02 21:44:20.000000,339.53
gmarquez,2023-03-31 05:25:32.000000,433.16
charles56,2023-03-27 15:15:52.000000,466.96
lroberson,2022-12-27 18:50:17.000000,248.32
opoole,2023-01-07 09:43:46.000000,694.18
james96,2023-02-08 05:49:01.000000,299.34
barbaraperez,2023-04-07 19:19:28.000000,534.32
taylorjason,2023-03-26 10:17:01.000000,185.11
davisgerald,2023-03-28 00:16:03.000000,221.39
marvin41,2023-03-08 02:59:30.000000,331.91
april83,2023-01-01 11:38:03.000000,437.92
fcarter,2023-02-25 11:58:08.000000,301.72
farmerkatherine,2023-04-05 03:25:47.000000,699.69
kaylaphillips,2023-02-12 20:49:35.000000,648.89
frank26,2023-01-17 13:13:46.000000,222.82
ivan36,2023-03-24 08:44:29.000000,820.44
hollandjoshua,2023-02-02 12:57:26.000000,828.43
omaddox,2023-02-24 13:07:20.000000,117.4
broman,2023-03-12 00:03:25.000000,617.66
roberthahn,2023-03-08 10:26:42.000000,335.45
beckamy,2023-01-07 15:08:33.000000,295.24
josephmolina,2023-02-13 01:23:27.000000,396.09
dana26,2023-03-10 04:27:40.000000,146.82
bryanlawson,2023-01-21 03:09:37.000000,532.46
karen27,2023-02-15 02:02:20.000000,895.49
youngtravis,2023-02-10 01:00:10.000000,400.49
taralambert,2023-02-25 12:19:07.000000,911.52
gsmith,2023-01-31 13:04:22.000000,720.29
jason96,2023-03-13 09:54:03.000000,959.51
marquezanna,2023-02-03 18:50:43.000000,888.48
lisawatson,2023-03-04 20:26:34.000000,871.8
amanda69,2023-02-27 10:10:33.000000,426.71
ngreen,2023-01-10 15:08:14.000000,555.36
maria90,2023-03-25 07:15:18.000000,964.67
petersbrian,2023-03-29 03:14:10.000000,572.95
laura23,2022-12-10 11:06:40.000000,455.46
johnsonelaine,2022-12-21 06:58:41.000000,823.3
bwilliams,2022-12-15 06:31:30.000000,835.48
benjaminvincent,2023-03-18 23:00:59.000000,416.05
pamela39,2023-04-04 12:17:33.000000,300.12
claytonhodge,2023-04-07 06:15:00.000000,337.66
heather59,2022-12-25 15:31:06.000000,885.18
melvinmunoz,2023-02-14 02:09:03.000000,726.27
charles22,2023-03-05 06:37:22.000000,52.68
jesseswanson,2023-03-03 11:55:52.000000,407.69
julia95,2023-01-07 01:00:37.000000,622.36
romeromichael,2023-02-07 21:03:42.000000,369.07
margaret56,2023-04-01 04:36:58.000000,386.29
tapiabrenda,2023-02-20 03:17:42.000000,628.23
salazarkevin,2023-01-30 05:00:42.000000,168.4
james80,2022-12-16 18:07:32.000000,549.25
valerielewis,2023-04-08 17:51:44.000000,174.27
caitlynfisher,2023-02-14 22:55:52.000000,191.39
vlopez,2023-03-12 20:55:33.000000,663.31
joserodriguez,2023-04-08 13:53:23.000000,154.53
utaylor,2023-01-24 05:58:22.000000,841.58
johnferguson,2023-04-08 14:14:16.000000,692.94
brownjohn,2023-01-05 09:45:56.000000,446.12
weaverkristen,2023-01-21 03:20:34.000000,422.99
rebecca96,2023-04-01 10:53:19.000000,979.44
jasmine38,2023-03-15 16:31:06.000000,802.41
jason42,2023-01-29 06:12:52.000000,696.51
valdezrobert,2023-04-07 14:13:42.000000,122.37
bradley99,2023-04-07 00:05:10.000000,145.41
kpena,2022-12-18 14:18:36.000000,980.65
vmarshall,2023-01-05 18:54:02.000000,422.14
spencer50,2023-01-25 11:14:17.000000,945.14
isaacevans,2022-12-14 22:54:40.000000,67.54
ballardmatthew,2023-02-23 04:05:46.000000,528.48
leemanuel,2023-03-21 20:00:41.000000,584.2
robertknox,2023-02-18 09:08:33.000000,61.64
carolynsmith,2023-03-09 23:44:30.000000,484.59
eparrish,2023-01-25 19:04:55.000000,795.27
sbrowning,2023-02-24 10:49:27.000000,442.28
kelleybobby,2023-03-01 09:36:09.000000,927.28
tuckerstephen,2023-02-09 15:06:42.000000,749.17
uwarren,2023-03-07 10:27:56.000000,900.02
qbond,2022-12-19 21:48:23.000000,873.99
jacksonchristian,2022-12-31 08:26:57.000000,941.56
myersdiana,2023-03-21 22:53:14.000000,336.27
dmalone,2023-01-17 04:39:16.000000,855.14
edwardskim,2023-03-16 09:17:25.000000,297.04
burnsrhonda,2023-03-30 07:16:26.000000,699.17
nicolechandler,2023-03-15 04:11:46.000000,314.04
stevensconnor,2023-01-23 05:24:53.000000,588.16
donald61,2022-12-17 01:47:21.000000,758.39
robertrobinson,2023-02-28 22:39:28.000000,325.72
ochapman,2022-12-23 15:46:55.000000,890.86
dixonjamie,2023-03-23 13:56:13.000000,146.57
fpeterson,2023-02-16 14:09:11.000000,69.31
fthomas,2022-12-14 14:57:06.000000,80.08
suttonmitchell,2022-12-24 19:04:35.000000,776.47
hallcarol,2023-02-19 09:29:52.000000,339.39
toddphillips,2023-03-22 03:08:34.000000,702.1
kelly32,2022-12-28 11:41:15.000000,231.11
fuenteslance,2023-01-02 18:53:21.000000,55.15
baxtertiffany,2023-03-05 11:24:13.000000,377.35
garciashane,2023-03-30 06:02:49.000000,52.37
christian63,2022-12-16 05:22:19.000000,911.68
uscott,2023-04-03 19:15:23.000000,98.67
snyderamy,2023-01-30 02:14:53.000000,137.69
curtis05,2023-01-17 01:44:51.000000,818.51
christopher99,2023-04-03 02:21:23.000000,117.32
dalvarez,2023-01-18 06:53:45.000000,96.25
alexandriajimenez,2023-01-25 18:53:40.000000,863.38
stephen91,2023-03-16 19:54:38.000000,780.15
jenna73,2022-12-13 11:05:55.000000,899.34
jonathanmiller,2023-02-18 14:43:41.000000,335.15
kenneth06,2023-03-12 12:19:24.000000,259.22
elizabethfrazier,2023-01-13 07:35:38.000000,545.09
penaclaudia,2023-02-21 08:29:18.000000,177.17
javierchandler,2023-02-23 07:47:33.000000,779.48
shawgary,2023-03-14 14:57:57.000000,416.42
grantjennifer,2023-01-25 19:24:26.000000,172.84
dorothy99,2023-02-13 18:49:34.000000,98.4
oliverrenee,2022-12-21 19:37:53.000000,342.26
bethwalton,2023-01-26 21:31:26.000000,851.94
powelllaura,2023-04-02 16:04:43.000000,825.71
laurasantos,2023-02-01 20:13:08.000000,483.19
williamsdustin,2023-02-11 23:58:48.000000,565.67
gjackson,2022-12-14 04:45:54.000000,562.57
mnichols,2023-01-05 19:07:42.000000,815.72
christopherhernandez,2022-12-22 09:54:26.000000,161.58
daviswendy,2022-12-21 04:28:46.000000,638.95
shelbybrown,2022-12-15 12:03:46.000000,341.59
davidmorgan,2023-01-10 06:09:55.000000,748.15
paul67,2023-04-01 09:51:11.000000,955.89
barneschristopher,2023-01-16 22:59:29.000000,802.04
paul28,2023-01-23 14:21:16.000000,802.22
padillaphillip,2023-02-19 20:30:22.000000,766.76
jbrown,2023-01-15 12:46:39.000000,585.68
andrew41,2022-12-17 13:01:38.000000,578.13
wrobinson,2023-03-16 02:05:05.000000,294.37
bbell,2023-04-06 17:01:24.000000,307.16
ryanwilliams,2023-04-04 13:45:08.000000,234.45
thomasbrowning,2023-02-22 05:54:02.000000,439.82
zgarza,2023-03-31 08:44:35.000000,325.73
glove,2022-12-18 22:19:00.000000,558.98
alexanderzachary,2022-12-26 12:51:01.000000,532.53
john49,2023-04-07 16:02:18.000000,485.84
kunderwood,2023-01-14 22:45:29.000000,138.19
petersondaniel,2023-02-17 17:58:31.000000,511.3
scott74,2023-04-07 05:54:59.000000,400.79
craigedwards,2023-01-07 11:25:38.000000,60.75
hmassey,2023-04-02 00:59:31.000000,623.69
phillipsjennifer,2023-01-26 16:45:02.000000,611.47
ypatterson,2023-01-28 06:39:58.000000,455.64
matthew35,2023-03-23 19:24:40.000000,683.55
ricardo09,2023-02-25 05:52:40.000000,444.16
msanders,2023-02-25 14:33:01.000000,753.44
janetcrawford,2023-02-09 10:03:35.000000,467.02
lmueller,2023-02-21 07:54:02.000000,237.56
santoscatherine,2023-02-05 13:31:31.000000,478.48
michael18,2023-02-03 08:33:43.000000,825.28
joannaparker,2023-03-10 13:36:58.000000,279.45
kayla41,2023-03-16 15:06:58.000000,202.18
teresarodriguez,2023-02-06 03:57:20.000000,992.64
qherrera,2023-03-18 13:57:40.000000,997.96
cwagner,2022-12-30 20:35:04.000000,165.19
rharmon,2023-01-06 01:28:50.000000,739.82
vbarker,2022-12-28 13:16:33.000000,629.21
george28,2022-12-26 06:39:13.000000,61.85
james60,2023-02-13 22:47:43.000000,847.4
teresagraham,2023-02-09 17:58:51.000000,442.36
gwilson,2022-12-22 04:25:08.000000,491.35
rojasrodney,2023-02-18 17:08:36.000000,54.57
zhernandez,2023-02-27 12:26:34.000000,266.76
wbutler,2023-03-09 10:29:17.000000,340.46
anna51,2023-01-09 19:35:55.000000,499.4
larrykoch,2022-12-11 07:41:38.000000,728.89
sherry93,2023-03-31 20:56:50.000000,609.2
barryrebecca,2022-12-19 16:51:56.000000,655.9
laurie97,2023-03-09 07:35:21.000000,627.79
markyoung,2023-02-12 15:50:17.000000,894.5
irivera,2023-03-13 09:59:50.000000,349.56
racheljohnson,2023-01-03 18:33:55.000000,510.58
jamesadams,2023-02-27 03:54:12.000000,406.47
dballard,2023-01-31 09:52:59.000000,961.04
mckinneycynthia,2022-12-25 05:47:19.000000,934.1
cruzchristine,2023-04-03 02:58:07.000000,800.83
emartin,2023-01-13 21:23:27.000000,236.07
karla36,2023-03-19 12:20:35.000000,535.39
smithkristy,2022-12-21 09:55:02.000000,328.81
amanda50,2023-02-27 02:15:40.000000,640.73
timothybrown,2023-02-04 07:54:18.000000,315.58
lamblisa,2022-12-24 23:49:14.000000,826.55
iparsons,2022-12-16 10:30:51.000000,688.17
uanderson,2023-02-12 13:11:22.000000,374.77
bmichael,2023-04-02 03:21:11.000000,441.0
benjamin18,2023-03-04 16:24:50.000000,175.39
donald58,2023-02-03 02:02:30.000000,994.35
smartinez,2023-02-09 05:37:13.000000,795.6
veronica20,2023-01-14 07:05:02.000000,752.32
gabriellemontgomery,2023-04-04 09:43:10.000000,648.85
frankdanielle,2023-02-01 07:19:53.000000,805.41
zcastro,2022-12-10 11:47:46.000000,319.52
timothy57,2023-02-27 23:07:03.000000,896.31
christopher67,2023-01-03 03:02:10.000000,423.86
megan13,2023-02-24 14:04:42.000000,747.51
hendrixellen,2023-02-08 04:11:24.000000,272.9
brian31,2023-04-07 09:03:30.000000,586.7
johncox,2023-03-08 01:02:57.000000,498.85
karl63,2023-01-18 09:52:09.000000,416.96
stonetheresa,2022-12-26 22:12:23.000000,431.07
jimchapman,2023-03-28 03:05:14.000000,498.51
annascott,2023-04-08 04:15:15.000000,620.47
sarahkelly,2023-03-27 18:54:43.000000,999.81
marywarren,2023-03-19 12:00:02.000000,839.61
edwardcain,2022-12-31 10:18:40.000000,225.78
qpena,2023-01-26 13:24:04.000000,773.53
yangkimberly,2023-03-13 00:40:26.000000,984.37
melissa10,2022-12-18 02:03:53.000000,901.3
ibaldwin,2023-04-07 13:11:59.000000,285.02
steven98,2022-12-21 06:41:41.000000,111.42
christina60,2023-01-27 12:41:23.000000,364.56
qmcdonald,2022-12-16 01:39:35.000000,986.05
eevans,2023-01-22 09:35:56.000000,532.77
jeffreyaguirre,2023-04-02 21:38:42.000000,246.49
jmoreno,2023-01-27 11:20:38.000000,911.9
wellschristopher,2023-02-21 06:15:59.000000,471.99
tracibrewer,2022-12-13 12:54:30.000000,646.71
jennyfowler,2023-02-17 09:16:19.000000,224.67
efoster,2023-03-19 22:29:36.000000,137.77
pamhoffman,2023-02-08 18:09:40.000000,248.61
xgonzalez,2023-03-14 14:24:13.000000,179.57
michealreyes,2023-01-27 03:27:46.000000,529.92
lawrence20,2023-01-03 13:09:38.000000,104.81
hunter84,2023-03-06 09:19:54.000000,534.88
edward39,2023-04-03 12:07:47.000000,796.17
michael28,2023-02-17 14:19:56.000000,545.29
robertsshannon,2023-02-04 12:13:59.000000,286.13
smunoz,2023-01-25 12:11:52.000000,915.94
robert86,2023-01-02 17:37:04.000000,842.07
bensonmichael,2023-01-03 09:45:30.000000,251.19
zrobinson,2023-02-06 07:56:18.000000,495.53
ladkins,2023-03-04 04:57:45.000000,980.98
shawn07,2022-12-29 10:34:52.000000,937.47
carolyn05,2023-01-28 15:30:25.000000,694.92
rushgabriela,2023-02-21 13:31:49.000000,485.55
luceromolly,2022-12-24 17:19:29.000000,331.92
icole,2023-01-15 18:44:33.000000,311.46
lori05,2023-03-19 13:10:43.000000,423.0
robertanderson,2023-02-03 08:11:41.000000,713.02
colebrandon,2023-01-16 14:41:46.000000,347.34
ohammond,2023-03-03 09:16:02.000000,955.38
ncooper,2023-01-26 04:04:58.000000,642.2
christopher53,2023-03-28 14:45:31.000000,71.63
thomas06,2023-02-05 12:33:03.000000,363.69
lance77,2023-03-16 07:41:35.000000,596.15
brittany02,2023-03-13 21:49:49.000000,126.57
lcarter,2023-02-18 17:04:56.000000,131.93
whiteangela,2022-12-18 15:33:44.000000,144.51
lauramatthews,2023-04-03 06:06:05.000000,212.39
frobbins,2022-12-28 15:51:28.000000,52.52
deborah40,2022-12-25 16:26:58.000000,196.28
loriturner,2023-03-10 09:31:04.000000,920.45
alyssaortega,2023-04-09 14:18:26.000000,497.13
jadams,2023-01-22 04:35:53.000000,547.9
william46,2022-12-24 17:38:51.000000,76.6
carrolljames,2022-12-28 21:16:27.000000,145.15
guy36,2023-02-18 15:29:46.000000,472.4
cynthiawilliams,2023-01-22 00:51:24.000000,185.13
reneevargas,2023-02-20 19:23:07.000000,111.51
joshua20,2023-03-15 07:01:41.000000,263.97
victoredwards,2023-03-29 12:40:02.000000,700.13
lopezdorothy,2022-12-28 10:23:12.000000,765.9
weeksjanice,2023-01-31 13:24:51.000000,607.31
lisa46,2023-01-03 21:10:31.000000,319.44
jennifer90,2023-01-14 07:39:27.000000,314.21
drew83,2023-03-20 16:27:05.000000,948.5
joseph50,2023-01-13 00:05:49.000000,990.71
annataylor,2023-01-23 17:49:07.000000,677.68
gallagheranthony,2023-02-20 16:18:44.000000,930.53
carlosshelton,2023-02-28 15:17:36.000000,328.76
vkaiser,2023-03-16 18:23:01.000000,183.69
ipena,2023-03-31 13:45:58.000000,615.43
abigail49,2023-03-24 17:45:25.000000,967.75
garciakaren,2023-03-08 14:29:47.000000,747.21
sharonmelendez,2023-02-27 09:33:07.000000,386.98
escobarjesse,2023-03-14 23:58:00.000000,260.17
khall,2023-01-17 15:13:06.000000,817.5
christinakim,2023-02-25 11:56:14.000000,794.45
emilyalvarez,2022-12-27 19:47:21.000000,196.3
daniel05,2023-02-04 11:41:58.000000,714.54
kellykemp,2023-01-19 18:31:12.000000,300.56
reyesjonathan,2023-04-03 23:01:32.000000,234.04
gordontaylor,2023-02-20 07:29:29.000000,153.05
leslie28,2023-01-06 17:43:49.000000,676.34
alexishiggins,2023-01-23 21:11:01.000000,998.88
zmaldonado,2023-03-27 06:02:58.000000,285.31
johnsonlaura,2023-01-04 20:55:15.000000,906.96
rhammond,2023-02-18 01:07:53.000000,325.39
smithbobby,2023-03-01 12:00:53.000000,77.24
mbrown,2023-01-14 20:29:03.000000,792.8
kjohnson,2023-01-05 23:03:54.000000,176.01
kelly15,2023-03-21 01:12:50.000000,498.33
marshallselena,2023-01-18 01:19:42.000000,500.5
melissa96,2023-03-07 06:49:57.000000,932.17
michelle54,2023-04-07 14:34:34.000000,823.83
jessicamitchell,2023-02-20 08:55:14.000000,541.75
jonesnatalie,2023-01-05 10:05:53.000000,895.4
omoore,2023-04-03 09:19:46.000000,411.95
colemancasey,2023-03-21 21:14:00.000000,787.96
choward,2022-12-31 06:21:02.000000,792.98
campbellmichael,2023-02-19 07:48:30.000000,837.54
jmcintyre,2023-04-05 09:29:51.000000,327.97
taylor69,2023-01-03 05:00:32.000000,503.93
hwolfe,2023-02-25 12:00:19.000000,701.44
arosario,2023-02-09 22:48:56.000000,795.16
rodney09,2023-03-02 10:14:36.000000,819.73
joseph75,2023-02-12 07:44:11.000000,533.69
cohenstacy,2023-01-13 12:44:04.000000,383.36
grahamjames,2023-03-05 21:08:18.000000,850.83
aparker,2023-03-29 20:21:49.000000,56.81
dawn93,2022-12-26 19:24:33.000000,364.7
alexisward,2023-04-04 22:13:29.000000,784.75
aatkinson,2023-03-05 15:50:11.000000,118.42
robert83,2023-01-09 20:26:02.000000,814.92
bookerpatrick,2023-01-17 03:58:22.000000,301.31
martinezmelanie,2022-12-25 20:04:49.000000,753.76
eric59,2023-02-21 09:53:24.000000,941.4
mariah35,2023-03-22 04:29:47.000000,387.26
amyers,2023-01-24 07:09:17.000000,960.55
sotorobert,2023-02-18 04:55:10.000000,265.91
mlawrence,2023-02-17 06:49:19.000000,635.71
morenocraig,2022-12-23 13:37:47.000000,912.46
leslieadams,2023-03-18 12:43:44.000000,93.11
bakerkatie,2023-03-29 20:33:57.000000,999.36
mckenziejoseph,2023-02-09 23:11:16.000000,365.92
uhull,2023-01-04 10:12:30.000000,639.15
guybray,2023-02-28 19:46:02.000000,686.85
roberta22,2023-03-10 19:10:51.000000,642.59
danataylor,2023-02-28 23:00:24.000000,316.98
carterkeith,2023-03-16 07:39:31.000000,552.03
leslie89,2023-02-01 11:59:50.000000,938.85
patricia15,2023-02-23 12:27:47.000000,666.21
tami17,2022-12-14 04:41:41.000000,578.25
mirandamann,2023-02-25 00:16:50.000000,840.04
lanestanley,2023-04-03 04:07:26.000000,933.85
ray49,2023-02-26 17:29:45.000000,379.89
michael33,2022-12-15 18:48:36.000000,346.78
fgarrison,2023-02-25 13:46:48.000000,162.67
jenny27,2022-12-23 04:34:36.000000,929.83
catherine85,2023-01-11 09:26:52.000000,356.59
dedwards,2023-01-15 00:26:43.000000,769.72
jill60,2023-01-26 17:50:12.000000,762.24
hubbardbrenda,2023-01-22 08:52:20.000000,816.97
alewis,2023-02-25 03:33:18.000000,53.14
rdean,2023-01-25 13:45:47.000000,416.42
tina88,2023-02-17 06:52:31.000000,800.73
brownkatherine,2023-02-22 03:32:46.000000,564.39
allison78,2023-02-02 01:20:59.000000,287.79
adriennehamilton,2023-01-05 15:09:58.000000,820.14
nathaniel63,2022-12-23 04:21:58.000000,604.34
ynguyen,2023-04-03 22:03:20.000000,97.25
davidcoffey,2023-01-30 01:49:37.000000,136.69
michaelfuller,2023-02-14 16:23:35.000000,112.92
ebuchanan,2022-12-17 09:39:28.000000,687.55
fmckenzie,2022-12-15 10:21:16.000000,793.11
mary68,2023-03-06 06:57:13.000000,309.49
fparker,2023-02-02 02:36:16.000000,235.05
fmartin,2023-01-27 04:43:21.000000,944.44
monicasantana,2023-01-23 02:02:25.000000,660.6
browneric,2023-01-06 02:42:22.000000,866.85
markoconnor,2023-01-22 05:49:58.000000,560.06
andersonmargaret,2023-01-09 13:17:17.000000,156.22
stacy98,2023-01-03 03:45:19.000000,585.65
kenneth61,2023-01-25 15:39:28.000000,820.36
jamie25,2023-02-04 23:56:43.000000,594.21
shane16,2023-01-04 14:24:02.000000,485.18
joannemiller,2023-02-12 17:40:28.000000,464.37
pharding,2022-12-13 20:36:43.000000,223.89
acollins,2022-12-22 11:43:55.000000,757.62
vanessa81,2023-03-29 18:42:36.000000,616.11
danielle84,2023-03-26 19:50:57.000000,657.51
barbermichael,2023-03-03 16:49:26.000000,355.35
qjohnson,2023-02-23 10:18:18.000000,142.96
bbuck,2023-01-16 06:11:17.000000,140.71
rodneyjimenez,2023-01-08 17:49:48.000000,247.61
natalie47,2022-12-22 12:06:23.000000,983.14
xwilson,2023-03-21 03:04:09.000000,388.4
heatherstevens,2023-03-12 03:20:00.000000,879.26
delgadojulie,2022-12-15 07:10:44.000000,884.77
martinezchristina,2022-12-22 21:57:54.000000,854.67
emily65,2023-03-29 01:29:59.000000,308.88
markbaird,2022-12-31 14:15:33.000000,362.24
smunoz,2023-01-26 15:25:57.000000,712.42
johnferguson,2023-04-07 19:33:04.000000,480.61
grantjennifer,2023-01-27 22:03:24.000000,723.47
thomas27,2023-02-17 14:01:09.000000,187.44
romeromichael,2023-02-04 08:21:35.000000,794.85
charles22,2023-03-07 05:33:22.000000,334.06
annataylor,2023-01-23 01:27:03.000000,735.53
